,brick row,shoe column,shoe row,results
634,17,1,13,3.255881899176753e-07
635,17,1,14,3.976092300995124e-07
636,17,1,15,4.906860062258616e-07
637,17,1,16,6.12654035682509e-07
638,17,1,17,7.749701388676833e-07
639,17,1,18,9.94757481932882e-07
640,17,1,2,5.846910466127426e-08
641,17,1,3,6.65189281606876e-08
642,17,1,4,7.600303592044564e-08
643,17,1,5,8.723900872327182e-08
644,17,1,6,1.0062996284114374e-07
645,17,1,7,1.1669138167811798e-07
646,17,1,8,1.360884934535807e-07
647,17,1,9,1.5968810533156528e-07
648,18,2,1,4.628068182392804e-08
649,18,2,10,1.5420751521983336e-07
650,18,2,11,1.8078433038142467e-07
651,18,2,12,2.133315504447908e-07
652,18,2,13,2.535311625863708e-07
653,18,2,14,3.036424036984619e-07
654,18,2,15,3.6674154872959624e-07
655,18,2,16,4.4707574312942967e-07
656,18,2,17,5.505999131885871e-07
657,18,2,18,6.858066224666691e-07
658,18,2,2,5.203800136862346e-08
659,18,2,3,5.8718259047188434e-08
660,18,2,4,6.650488477094853e-08
661,18,2,5,7.562477652879461e-08
662,18,2,6,8.636130871097225e-08
663,18,2,7,9.90705074819596e-08
664,18,2,8,1.1420321449902355e-07
665,18,2,9,1.3233503750620137e-07
666,18,3,1,3.5811094351142894e-08
667,18,3,10,1.193691320948366e-07
668,18,3,11,1.399516683165279e-07
669,18,3,12,1.651608597703118e-07
670,18,3,13,1.9630112956771975e-07
671,18,3,14,2.3512499401164886e-07
672,18,3,15,2.840194047888339e-07
673,18,3,16,3.4628084639133706e-07
674,18,3,17,4.265329810499808e-07
675,18,3,18,5.313725425140486e-07
676,18,3,2,4.026714235200945e-08
677,18,3,3,4.543775638276548e-08
678,18,3,4,5.146500924363949e-08
679,18,3,5,5.852465764143879e-08
680,18,3,6,6.683622707696613e-08
681,18,3,7,7.66755557305693e-08
682,18,3,8,8.839198453952492e-08
683,18,3,9,1.0243159148314003e-07
684,18,4,1,5.444398840513116e-08
685,18,4,10,1.8221184063689608e-07
686,18,4,11,2.1378780577915947e-07
687,18,4,12,2.5250704311772715e-07
688,18,4,13,3.003995315042884e-07
689,18,4,14,3.6019940517838643e-07
690,18,4,15,4.3564113180700765e-07
691,18,4,16,5.318989066211571e-07
692,18,4,17,6.562571820634677e-07
693,18,4,18,8.191539175652348e-07
694,18,4,2,6.123665236895988e-08
695,18,4,3,6.91222305839285e-08
696,18,4,4,7.83189085070333e-08
697,18,4,5,8.90968618739473e-08
698,18,4,6,1.0179389615820855e-07
699,18,4,7,1.1683495831413536e-07
700,18,4,8,1.3475891263138635e-07
701,18,4,9,1.5625480753828418e-07
702,18,1,1,4.063975330747719e-08
